EVC_NO,USER_ID,START_DATE,START_TIME,END_DATE,END_TIME,VAC_HRS,STATUS,START_FLAG,AGENT_NO,VAC_TYPE,DEL_FLAG,REMARK,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SUBMIT_TIME,DELAY_FLAG,SOURCE_NUMBER
EVC202203290788,S20098,2022-03-30,0930,2022-03-30,1830,8,Y,Y,T20076,1V,N,,S20098,"2022-03-29 09:37:08",S20098,"2022-03-29 09:37:08","2022-03-29 09:37:08",N,NULL
EVC202203290789,S20090,2022-04-08,0930,2022-04-08,1830,8,Y,Y,B20005,1V,N,,S20090,"2022-03-29 10:48:03",S20090,"2022-04-22 09:56:41","2022-04-22 09:56:41",Y,NULL
EVC202203290790,S20091,2022-03-29,0930,2022-03-29,1130,2,N,Y,S20110,1V,N,,S20091,"2022-03-29 10:54:44",S20091,"2022-03-29 10:54:44","2022-03-29 10:54:45",Y,NULL
EVC202203290791,S20091,2022-03-29,0930,2022-03-29,1100,1.5,Y,Y,S20110,1V,N,,S20091,"2022-03-29 10:56:01",S20091,"2022-03-29 10:56:01","2022-03-29 10:56:02",Y,NULL
EVC202203300792,J40017,2022-03-28,0930,2022-03-28,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-03-30 05:21:54",J40017,"2022-03-30 05:21:54","2022-03-30 05:21:54",Y,NULL
EVC202203300793,J40017,2022-03-29,0930,2022-03-29,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-03-30 05:22:54",J40017,"2022-03-30 05:22:54","2022-03-30 05:22:55",Y,NULL
EVC202203300794,K40008,2022-04-01,0900,2022-04-01,1800,8,F,Y,K40004,1V,N,,K40008,"2022-03-30 08:31:36",K40008,"2022-03-30 08:31:36","2022-03-30 08:31:37",N,NULL
EVC202203300795,I20028,2022-03-31,0900,2022-04-01,1800,16,Y,Y,I40014,I1,N,疫苗第三劑,I20028,"2022-03-30 09:09:47",I20028,"2022-03-30 09:09:47","2022-03-30 09:09:48",N,NULL
EVC202203300796,S20003,2022-03-31,1430,2022-03-31,1830,4,Y,Y,S20041,1V,N,,S20003,"2022-03-30 10:02:10",S20003,"2022-03-30 10:02:15","2022-03-30 10:02:15",N,NULL
EVC202203300797,J40002,2022-03-30,0900,2022-03-30,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-30 11:09:09",J40002,"2022-03-30 11:09:09","2022-03-30 11:09:09",Y,NULL
EVC202203300798,L20068,2022-03-30,0930,2022-03-30,1130,2,Y,Y,L20065,1V,N,修機車,L20068,"2022-03-30 11:35:09",L20068,"2022-03-30 11:35:09","2022-03-30 11:35:10",Y,NULL
EVC202203300799,J20040,2022-03-30,0930,2022-03-30,1800,7.5,Y,Y,K40005,I1,N,接種疫苗,J20040,"2022-03-30 12:23:56",J20040,"2022-03-30 12:23:56","2022-03-30 12:23:57",Y,NULL
EVC202203300800,S20108,2022-03-31,0900,2022-03-31,1800,8,Y,Y,S20100,D,N,原2/5號加班,S20108,"2022-03-30 12:25:06",S20108,"2022-03-30 12:25:06","2022-03-30 12:25:07",N,NULL
EVC202203300801,B20002,2022-03-31,0930,2022-03-31,1830,8,Y,Y,B40031,1V,N,,B20002,"2022-03-30 13:23:07",B20002,"2022-03-30 13:23:07","2022-03-30 13:23:08",N,NULL
EVC202203300802,S20108,2022-04-01,0900,2022-04-01,1800,8,Y,Y,S20100,E,N,送機電馬達維修,S20108,"2022-03-30 13:59:35",S20108,"2022-03-30 13:59:35","2022-03-30 13:59:35",N,NULL
EVC202203310803,A40103,2022-03-23,0930,2022-03-24,1830,16,Y,Y,A40069,B,N,足部蜂窩性組織炎,A40103,"2022-03-31 02:11:47",A40103,"2022-03-31 02:11:47","2022-03-31 02:11:47",Y,NULL
EVC202203310804,J40017,2022-03-30,0930,2022-03-30,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-03-31 08:11:40",J40017,"2022-03-31 08:11:40","2022-03-31 08:11:40",Y,NULL
EVC202203310805,J40017,2022-03-31,0900,2022-03-31,1800,8,Y,Y,K40005,1V,N,年資假,J40017,"2022-03-31 08:14:26",J40017,"2022-03-31 08:14:26","2022-03-31 08:14:26",N,NULL
EVC202203310806,S20104,2022-03-31,1500,2022-03-31,1830,3.5,Y,Y,S000A9,1V,N,,S20104,"2022-03-31 10:51:00",S20104,"2022-03-31 10:51:00","2022-03-31 10:51:01",N,NULL
EVC202203310807,L20068,2022-03-31,0930,2022-03-31,1100,1.5,Y,Y,L20065,1V,N,牽修理機車,L20068,"2022-03-31 10:59:44",L20068,"2022-03-31 10:59:44","2022-03-31 10:59:44",Y,NULL
EVC202203310808,J40002,2022-03-01,0900,2022-03-01,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-31 11:02:04",J40002,"2022-03-31 11:02:04","2022-03-31 11:02:05",Y,NULL
EVC202203310809,J40002,2022-03-09,0900,2022-03-09,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-31 11:02:25",J40002,"2022-03-31 11:02:25","2022-03-31 11:02:26",Y,NULL
EVC202203310810,J40002,2022-03-10,0900,2022-03-10,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-31 11:03:55",J40002,"2022-03-31 11:03:55","2022-03-31 11:03:56",Y,NULL
EVC202203310811,J40002,2022-03-16,0900,2022-03-16,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-31 11:04:24",J40002,"2022-03-31 11:04:24","2022-03-31 11:04:25",Y,NULL
EVC202203310812,J40002,2022-03-17,0900,2022-03-17,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-31 11:04:51",J40002,"2022-03-31 11:04:51","2022-03-31 11:04:51",Y,NULL
EVC202203310813,J40002,2022-03-18,0900,2022-03-18,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-03-31 11:05:16",J40002,"2022-03-31 11:05:16","2022-03-31 11:05:16",Y,NULL
EVC202203310814,J20040,2022-03-04,0930,2022-03-04,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:10:12",J20040,"2022-03-31 11:10:12","2022-03-31 11:10:13",Y,NULL
EVC202203310815,J20040,2022-03-07,0930,2022-03-07,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:11:03",J20040,"2022-03-31 11:11:03","2022-03-31 11:11:04",Y,NULL
EVC202203310816,J20040,2022-03-10,0930,2022-03-10,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:12:19",J20040,"2022-03-31 11:12:19","2022-03-31 11:12:20",Y,NULL
EVC202203310817,J20040,2022-03-14,0930,2022-03-14,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:12:54",J20040,"2022-03-31 11:12:54","2022-03-31 11:12:55",Y,NULL
EVC202203310818,J20040,2022-03-16,0930,2022-03-16,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:13:24",J20040,"2022-03-31 11:13:24","2022-03-31 11:13:25",Y,NULL
EVC202203310819,J20040,2022-03-17,0930,2022-03-17,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:14:03",J20040,"2022-03-31 11:14:03","2022-03-31 11:14:03",Y,NULL
EVC202203310820,J20040,2022-03-18,0930,2022-03-18,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:14:54",J20040,"2022-03-31 11:14:54","2022-03-31 11:14:54",Y,NULL
EVC202203310821,J20040,2022-03-25,0930,2022-03-25,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:15:19",J20040,"2022-03-31 11:15:19","2022-03-31 11:15:20",Y,NULL
EVC202203310822,J20040,2022-03-29,0930,2022-03-29,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-03-31 11:15:48",J20040,"2022-03-31 11:15:48","2022-03-31 11:15:49",Y,NULL
EVC202203310823,J40007,2022-03-01,0930,2022-03-01,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:18:56",J40007,"2022-03-31 11:18:56","2022-03-31 11:18:56",Y,NULL
EVC202203310824,J40007,2022-03-02,0930,2022-03-02,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:20:00",J40007,"2022-03-31 11:20:00","2022-03-31 11:20:00",Y,NULL
EVC202203310825,J40007,2022-03-04,0930,2022-03-04,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:20:57",J40007,"2022-03-31 11:20:57","2022-03-31 11:20:58",Y,NULL
EVC202203310826,J40007,2022-03-07,0930,2022-03-07,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:23:11",J40007,"2022-03-31 11:23:11","2022-03-31 11:23:11",Y,NULL
EVC202203310827,J40007,2022-03-08,0930,2022-03-08,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:24:00",J40007,"2022-03-31 11:24:00","2022-03-31 11:24:01",Y,NULL
EVC202203310828,J40007,2022-03-09,0930,2022-03-09,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:24:38",J40007,"2022-03-31 11:24:38","2022-03-31 11:24:38",Y,NULL
EVC202203310829,J40007,2022-03-10,0930,2022-03-10,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:25:35",J40007,"2022-03-31 11:25:35","2022-03-31 11:25:35",Y,NULL
EVC202203310830,J40007,2022-03-11,0930,2022-03-11,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:27:36",J40007,"2022-03-31 11:27:36","2022-03-31 11:27:36",Y,NULL
EVC202203310831,J40007,2022-03-16,0930,2022-03-16,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:28:55",J40007,"2022-03-31 11:28:55","2022-03-31 11:28:55",Y,NULL
EVC202203310832,J40007,2022-03-17,0930,2022-03-17,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:29:45",J40007,"2022-03-31 11:29:45","2022-03-31 11:29:46",Y,NULL
EVC202203310833,J40007,2022-03-18,0930,2022-03-18,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:30:58",J40007,"2022-03-31 11:30:58","2022-03-31 11:30:58",Y,NULL
EVC202203310834,J40007,2022-03-22,0930,2022-03-22,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:31:44",J40007,"2022-03-31 11:31:44","2022-03-31 11:31:44",Y,NULL
EVC202203310835,J40007,2022-03-24,0930,2022-03-24,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:32:25",J40007,"2022-03-31 11:32:25","2022-03-31 11:32:25",Y,NULL
EVC202203310836,J40007,2022-03-25,0930,2022-03-25,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:33:11",J40007,"2022-03-31 11:33:11","2022-03-31 11:33:11",Y,NULL
EVC202203310837,J40007,2022-03-28,0930,2022-03-28,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:33:55",J40007,"2022-03-31 11:33:55","2022-03-31 11:33:55",Y,NULL
EVC202203310838,J40007,2022-03-30,0930,2022-03-30,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:34:39",J40007,"2022-03-31 11:34:39","2022-03-31 11:34:39",Y,NULL
EVC202203310839,J40007,2022-03-31,0930,2022-03-31,1030,1,Y,Y,K40005,E,N,收框,J40007,"2022-03-31 11:35:17",J40007,"2022-03-31 11:35:17","2022-03-31 11:35:17",Y,NULL
EVC202203310840,L20036,2022-03-31,1400,2022-03-31,1500,1,Y,Y,L20004,1V,N,,L20036,"2022-03-31 15:03:02",L20036,"2022-03-31 15:03:02","2022-03-31 15:03:03",Y,NULL
EVC202203310841,B40031,2022-04-01,0930,2022-04-01,1830,8,Y,Y,A40104,1V,N,,B40031,"2022-03-31 17:54:14",B40031,"2022-03-31 17:54:14","2022-03-31 17:54:15",N,NULL
EVC202204010842,J20040,2022-04-01,0930,2022-04-01,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-04-01 09:30:42",J20040,"2022-04-01 09:30:42","2022-04-01 09:30:42",Y,NULL
EVC202204010843,J40007,2022-04-01,0930,2022-04-01,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-01 09:42:51",J40007,"2022-04-01 09:42:51","2022-04-01 09:42:52",Y,NULL
EVC202204010844,F20034,2022-04-01,1630,2022-04-01,1830,2,Y,Y,F40024,1V,N,,F20034,"2022-04-01 12:14:43",F20034,"2022-04-01 12:14:43","2022-04-01 12:14:44",N,NULL
EVC202204010845,A40069,2022-04-01,1530,2022-04-01,1830,3,Y,Y,A40103,1V,N,病假,A40069,"2022-04-01 14:51:18",A40069,"2022-04-01 14:51:27","2022-04-01 14:51:27",N,NULL
EVC202204010846,S20110,2022-04-01,1700,2022-04-01,1830,1.5,Y,Y,S20091,D,N,補4/1早上加班1.5h,S20110,"2022-04-01 16:41:51",S20110,"2022-04-01 16:41:51","2022-04-01 16:41:51",N,NULL
EVC202204060847,S20108,2022-04-06,0900,2022-04-06,1800,8,Y,Y,S20100,E,N,取料驗貨,S20108,"2022-04-06 07:28:57",S20108,"2022-04-06 07:28:57","2022-04-06 07:28:58",N,NULL
EVC202204060848,J40002,2022-04-06,0900,2022-04-06,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-04-06 09:02:36",J40002,"2022-04-06 09:02:36","2022-04-06 09:02:37",Y,NULL
EVC202204060849,A40082,2022-04-13,0930,2022-04-13,1830,8,Y,Y,L20068,1V,N,"小孩 回診 看醫生 ",A40082,"2022-04-06 15:46:03",A40082,"2022-04-06 15:46:03","2022-04-06 15:46:04",N,NULL
EVC202204060850,L20069,2022-04-06,0930,2022-04-06,1830,8,F,Y,L20065,OT,N,忘帶磁扣,L20069,"2022-04-06 18:21:42",L20069,"2022-04-06 18:21:42","2022-04-06 18:21:43",Y,NULL
EVC202204060851,B40030,2022-04-08,0930,2022-04-08,1830,8,Y,Y,A00001,1V,N,,B40030,"2022-04-06 18:25:51",B40030,"2022-04-06 18:25:51","2022-04-06 18:25:52",N,NULL
EVC202204060852,J40007,2022-04-06,0930,2022-04-06,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-06 20:21:56",J40007,"2022-04-06 20:21:56","2022-04-06 20:21:56",Y,NULL
EVC202204070853,F20030,2022-04-07,1430,2022-04-07,1830,4,Y,Y,F40024,D,N,清明加班補休,F20030,"2022-04-07 12:23:49",F20030,"2022-04-07 12:23:49","2022-04-07 12:23:50",N,NULL
EVC202204070854,J40007,2022-04-07,0930,2022-04-07,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-07 13:49:12",J40007,"2022-04-07 13:49:12","2022-04-07 13:49:13",Y,NULL
EVC202204070855,M40026,2022-04-08,0930,2022-04-08,1100,1.5,Y,Y,M40070,E,N,德威請款,M40026,"2022-04-07 14:00:00",M40026,"2022-04-07 14:00:00","2022-04-07 14:00:00",N,NULL
EVC202204070856,J40017,2022-04-07,0930,2022-04-07,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-04-07 17:18:22",J40017,"2022-04-07 17:18:22","2022-04-07 17:18:22",Y,NULL
EVC202204080857,J20041,2022-04-08,1400,2022-04-08,1800,4,Y,Y,J20047,1V,N,特休,J20041,"2022-04-08 08:55:05",J20041,"2022-04-08 13:27:48","2022-04-08 13:27:48",N,NULL
EVC202204080858,S20108,2022-04-11,0900,2022-04-11,1800,8,Y,Y,S20100,D,N,原2/12加班,S20108,"2022-04-08 16:13:42",S20108,"2022-04-08 16:13:42","2022-04-08 16:13:43",N,NULL
EVC202204110859,J20040,2022-04-08,0930,2022-04-08,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-04-11 09:17:51",J20040,"2022-04-11 09:17:51","2022-04-11 09:17:53",Y,NULL
EVC202204110860,J20040,2022-04-15,0930,2022-04-15,1800,7.5,Y,Y,K40005,1V,N,,J20040,"2022-04-11 09:18:38",J20040,"2022-04-11 09:18:38","2022-04-11 09:18:39",N,NULL
EVC202204110861,J20040,2022-04-07,0930,2022-04-07,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-04-11 09:19:45",J20040,"2022-04-11 09:19:45","2022-04-11 09:19:46",Y,NULL
EVC202204110862,I40013,2022-04-12,0900,2022-04-12,1800,8,Y,Y,I20037,1V,N,特休,I40013,"2022-04-11 09:31:26",I40013,"2022-04-11 09:31:26","2022-04-11 09:31:26",N,NULL
EVC202204110863,S20081,2022-04-14,0930,2022-04-15,1830,16,Y,Y,S20095,I1,N,打疫苗,S20081,"2022-04-11 09:46:08",S20081,"2022-04-11 09:46:08","2022-04-11 09:46:08",N,NULL
EVC202204110864,F40024,2022-04-11,1430,2022-04-11,1830,4,Y,Y,F20030,D,N,清明加班補休,F40024,"2022-04-11 12:32:00",F40024,"2022-04-11 12:32:00","2022-04-11 12:32:00",N,NULL
EVC202204110865,S20091,2022-04-11,0930,2022-04-11,1400,3.5,Y,Y,S20110,1V,N,,S20091,"2022-04-11 13:53:48",S20091,"2022-04-11 13:53:48","2022-04-11 13:53:48",Y,NULL
EVC202204110866,J20045,2022-04-06,0900,2022-04-06,1230,3,Y,Y,J20032,1V,N,回診,J20045,"2022-04-11 14:46:51",J20045,"2022-04-11 14:46:51","2022-04-11 14:46:52",Y,NULL
EVC202204110867,J20045,2022-04-27,0900,2022-04-27,1800,8,Y,Y,J20032,B,N,回診,J20045,"2022-04-11 14:47:26",J20045,"2022-04-11 14:47:26","2022-04-11 14:47:27",N,NULL
EVC202204110868,J20032,2022-04-13,0900,2022-04-13,1800,8,Y,Y,J20045,1V,N,,J20032,"2022-04-11 14:49:42",J20032,"2022-04-15 16:01:59","2022-04-15 16:01:59",Y,NULL
EVC202204110869,S000A3,2022-04-11,1530,2022-04-11,1830,3,Y,Y,S20100,D,N,牙齒回診,S000A3,"2022-04-11 15:21:49",S000A3,"2022-04-11 15:22:03","2022-04-11 15:22:03",N,NULL
EVC202204110870,I40010,2022-04-22,0900,2022-04-22,1800,8,Y,Y,I40013,1V,N,特休,I40010,"2022-04-11 15:47:31",I40010,"2022-04-11 15:47:31","2022-04-11 15:47:31",N,NULL
EVC202204110871,L20036,2022-04-11,1730,2022-04-11,1830,1,Y,Y,L20065,1V,N,,L20036,"2022-04-11 17:11:12",L20036,"2022-04-11 17:11:12","2022-04-11 17:11:13",N,NULL
EVC202204120872,J40007,2022-04-12,0930,2022-04-12,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-12 15:12:07",J40007,"2022-04-12 15:12:07","2022-04-12 15:12:07",Y,NULL
EVC202204120873,F40024,2022-04-13,0930,2022-04-13,1430,4,Y,Y,F20030,D,N,清明加班補休,F40024,"2022-04-12 16:42:00",F40024,"2022-04-12 16:42:00","2022-04-12 16:42:02",N,NULL
EVC202204120874,I20031,2022-04-21,0900,2022-04-22,1800,16,Y,Y,I20036,I1,N,疫苗假,I20031,"2022-04-12 17:03:19",I20031,"2022-04-12 17:03:19","2022-04-12 17:03:20",N,NULL
EVC202204120875,A40069,2022-04-12,1800,2022-04-14,1800,16,Y,Y,A40103,1V,N,兒子開刀,A40069,"2022-04-12 17:11:48",A40069,"2022-04-14 21:36:31","2022-04-14 21:36:31",Y,NULL
EVC202204120876,J40017,2022-04-08,0930,2022-04-08,1030,1,Y,Y,K40005,E,N,收框,J40017,"2022-04-12 22:07:23",J40017,"2022-04-12 22:07:23","2022-04-12 22:07:23",Y,NULL
EVC202204120877,J40017,2022-04-14,0900,2022-04-14,1800,8,Y,Y,K40005,1V,N,年資假,J40017,"2022-04-12 22:09:39",J40017,"2022-04-12 22:09:39","2022-04-12 22:09:40",N,NULL
EVC202204130878,A40104,2022-04-15,0930,2022-04-15,1830,8,Y,Y,B40031,C,N,家裡有事,A40104,"2022-04-13 10:43:03",A40104,"2022-04-13 10:43:03","2022-04-13 10:43:04",N,NULL
EVC202204130879,B40030,2022-04-21,0900,2022-04-22,1800,16,Y,Y,A00001,I1,N,打疫苗,B40030,"2022-04-13 11:21:56",B40030,"2022-04-13 11:21:56","2022-04-13 11:21:57",N,NULL
EVC202204130880,I20020,2022-04-15,0900,2022-04-15,1800,8,Y,Y,I20032,1V,N,,I20020,"2022-04-13 13:38:48",I20020,"2022-04-13 13:38:48","2022-04-13 13:38:48",N,NULL
EVC202204130881,S000A9,2022-04-15,0930,2022-04-15,1830,8,Y,Y,S000A8,1V,N,特休,S000A9,"2022-04-13 14:56:48",S000A9,"2022-04-13 14:56:48","2022-04-13 14:56:51",N,NULL
EVC202204130882,J40007,2022-04-13,0930,2022-04-13,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-13 15:24:48",J40007,"2022-04-13 15:24:48","2022-04-13 15:24:51",Y,NULL
EVC202204130883,S20100,2022-04-14,0930,2022-04-15,1830,16,Y,Y,S000A3,I1,N,疫苗,S20100,"2022-04-13 18:01:52",S20100,"2022-04-13 18:01:52","2022-04-13 18:01:53",N,NULL
EVC202204140884,J40002,2022-04-11,0900,2022-04-11,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-04-14 09:17:50",J40002,"2022-04-14 09:17:50","2022-04-14 09:17:51",Y,NULL
EVC202204140885,J40002,2022-04-12,0900,2022-04-12,1000,1,Y,Y,K40005,E,N,收框,J40002,"2022-04-14 09:18:16",J40002,"2022-04-14 09:18:16","2022-04-14 09:18:17",Y,NULL
EVC202204140886,S20060,2022-04-19,0930,2022-04-19,1830,8,Y,Y,S20110,1V,N,事假,S20060,"2022-04-14 10:32:55",S20060,"2022-04-14 10:32:55","2022-04-14 10:32:55",N,NULL
EVC202204140887,S20104,2022-04-14,1330,2022-04-14,1830,5,Y,Y,S000A9,1V,N,,S20104,"2022-04-14 12:59:14",S20104,"2022-04-14 12:59:14","2022-04-14 12:59:14",N,NULL
EVC202204140888,L20036,2022-04-14,1730,2022-04-14,1830,1,Y,Y,L20004,1V,N,,L20036,"2022-04-14 17:10:02",L20036,"2022-04-14 17:10:02","2022-04-14 17:10:02",N,NULL
EVC202204140889,A40069,2022-04-15,0900,2022-04-15,1800,8,Y,Y,A40103,1V,N,兒子住院,A40069,"2022-04-14 21:37:41",A40069,"2022-04-14 21:37:50","2022-04-14 21:37:50",N,NULL
EVC202204150890,J40002,2022-04-13,0900,2022-04-13,1800,8,Y,Y,K40005,1V,N,特休（帶小孩去醫院）,J40002,"2022-04-15 16:04:02",J40002,"2022-04-15 16:04:02","2022-04-15 16:04:02",Y,NULL
EVC202204150891,E20002,2022-04-15,0900,2022-04-15,1800,8,Y,Y,E00004,I1,N,疫苗接種假,E20002,"2022-04-15 16:20:00",E20002,"2022-04-15 16:20:00","2022-04-15 16:20:01",Y,NULL
EVC202204160892,G20046,2022-04-18,0900,2022-04-18,1800,8,Y,Y,G40034,D,N,治喪,G20046,"2022-04-16 08:25:18",G20046,"2022-04-16 08:25:18","2022-04-16 08:25:19",N,NULL
EVC202204170893,I40013,2022-04-21,0900,2022-04-21,1800,8,Y,Y,I20037,1V,N,特休,I40013,"2022-04-17 20:39:13",I40013,"2022-04-17 20:39:13","2022-04-17 20:39:13",N,NULL
EVC202204170894,T20076,2022-04-22,1430,2022-04-22,1830,4,Y,Y,S20092,1V,N,,T20076,"2022-04-17 22:26:46",T20076,"2022-04-17 22:26:46","2022-04-17 22:26:46",N,NULL
EVC202204170895,J20026,2022-04-25,0900,2022-04-29,1800,40,Y,Y,J20041,1V,N,特休,J20026,"2022-04-17 23:57:21",J20026,"2022-04-17 23:57:21","2022-04-17 23:57:21",N,NULL
EVC202204190896,J40007,2022-04-15,0930,2022-04-15,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-19 08:46:26",J40007,"2022-04-19 08:46:26","2022-04-19 08:46:26",Y,NULL
EVC202204190897,J40007,2022-04-18,0930,2022-04-18,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-04-19 08:47:05",J40007,"2022-04-19 08:47:05","2022-04-19 08:47:05",Y,NULL
EVC202204190898,J20040,2022-04-18,0930,2022-04-18,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-04-19 09:35:25",J20040,"2022-04-19 09:35:25","2022-04-19 09:35:25",Y,NULL
EVC202204190899,J20040,2022-04-19,0930,2022-04-19,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-04-19 09:35:50",J20040,"2022-04-19 09:35:50","2022-04-19 09:35:51",Y,NULL
EVC202204190901,F20028,2022-04-20,0930,2022-04-20,1200,2.5,Y,Y,F40025,1V,N,,F20028,"2022-04-19 11:31:58",F20028,"2022-04-19 11:31:58","2022-04-19 11:31:58",N,NULL
EVC202204190902,F20028,2022-04-21,0930,2022-04-21,1200,2.5,Y,Y,F40025,1V,N,,F20028,"2022-04-19 11:32:42",F20028,"2022-04-19 11:32:42","2022-04-19 11:32:43",N,NULL
EVC202204190903,S00A10,2022-04-15,1800,2022-04-15,1830,0.5,Y,Y,S20100,D,N,去醫院,S00A10,"2022-04-19 11:40:56",S00A10,"2022-04-19 11:40:56","2022-04-19 11:40:56",Y,NULL
EVC202204190904,I20036,2022-04-27,0900,2022-04-28,1800,16,Y,Y,I20031,I1,N,疫苗假,I20036,"2022-04-19 11:41:00",I20036,"2022-04-19 11:41:00","2022-04-19 11:41:00",N,NULL
EVC202204190905,S00A10,2022-04-25,0900,2022-04-27,1800,24,Y,Y,S20100,D,N,阿嬤過世,S00A10,"2022-04-19 11:41:47",S00A10,"2022-04-19 11:46:43","2022-04-19 11:46:43",N,NULL
EVC202204190906,I20030,2022-04-22,0900,2022-04-22,1300,3,Y,Y,I40014,I1,N,打疫苗,I20030,"2022-04-19 11:51:51",I20030,"2022-04-19 11:51:51","2022-04-19 11:51:52",N,NULL
EVC202204190907,A40104,2022-04-19,0930,2022-04-19,1100,1.5,Y,Y,B40031,1V,N,修機車,A40104,"2022-04-19 12:13:58",A40104,"2022-04-19 12:13:58","2022-04-19 12:13:58",Y,NULL
EVC202204190908,B40031,2022-04-21,0930,2022-04-22,1830,16,Y,Y,A40104,I1,N,打疫苗,B40031,"2022-04-19 12:17:00",B40031,"2022-04-19 12:17:00","2022-04-19 12:17:00",N,NULL
EVC202204190909,J20041,2022-04-22,0900,2022-04-22,1800,8,Y,Y,J20026,I1,N,打疫苗假,J20041,"2022-04-19 19:50:21",J20041,"2022-04-19 19:50:21","2022-04-19 19:50:22",N,NULL
EVC202204200910,I20038,2022-04-20,0900,2022-04-20,1800,8,Y,Y,I40014,1V,N,特休,I20038,"2022-04-20 11:55:59",I20038,"2022-04-20 11:55:59","2022-04-20 11:55:59",Y,NULL
EVC202204200911,S20098,2022-04-19,1030,2022-04-19,1830,7,Y,Y,S000A6,1V,N,,S20098,"2022-04-20 14:13:24",S20098,"2022-04-20 14:13:24","2022-04-20 14:13:24",Y,NULL
EVC202204200912,S20098,2022-04-20,0930,2022-04-22,1830,24,Y,Y,S000A6,1V,N,,S20098,"2022-04-20 14:14:20",S20098,"2022-04-20 14:14:20","2022-04-20 14:14:21",Y,NULL
EVC202204200913,S20100,2022-04-20,1630,2022-04-20,1830,2,Y,Y,S000A3,1V,N,,S20100,"2022-04-20 16:17:19",S20100,"2022-04-20 16:17:19","2022-04-20 16:17:20",N,NULL
EVC202204200914,B40013,2022-04-21,0930,2022-04-21,1830,8,Y,Y,A00001,1V,N,,B40013,"2022-04-20 16:27:46",B40013,"2022-04-20 16:27:46","2022-04-20 16:27:46",N,NULL
